,genesymbols
8055952, NR4A2 
8055965,NA
8055967,NA
8055969, ERMN 
8055978, FAM133B 
8055980, CYTIP 
8055992, ACVR1C 
8056005, ACVR1 
8056020,NA
8056022, CCDC148 
8056039,NA
8056041,NA
8056043,NA
8056045,NA
8056047, WDSUB1 
8056060, BAZ2B 
8056100,NA
8056102, CD302 
8056113, LY75 
8056151, PLA2R1 
8056184, ITGB6 
8056201, RBMS1 
8056206, RBMS1 
8056215,NA
8056217, MXRA7 
8056220, AHCTF1 
8056222, DPP4 
8056250, GCG 
8056257, FAP 
8056285, IFIH1 
8056303, KCNH7 
8056323, FIGN 
8056327, GRB14 
8056343, COBLL1 
8056359, SNORA70F 
8056361,NA
8056363, SLC38A11 
8056376, SCN3A 
8056408, GALNT3 
8056426, TTC21B 
8056457, SCN1A 
8056489,NA
8056491, SCN9A 
8056518, SCN7A 
8056545, STK39 
8056566,NA
8056568,NA
8056570,NA
8056572, SPC25 
8056583, ABCB11 
8056611, LRP2 
8056693, FASTKD1 
8056710, C2orf77 
8056716, METTL5 
8056726,NA
8056728,NA
8056730, LOC440925 
8056734, TLK1 
8056753, METTL8 
8056763,NA
8056766, SLC25A12 
8056784, DLX2 
8056790,NA
8056792,NA
8056794,NA
8056798, SP3 
8056810, LOC100129312 
8056812, OLA1 
8056821,NA
8056823,NA
8056825, SP9 
8056829, CIR1 
8056837, GPR155 
8056860, WIPF1 
8056877, CHRNA1 
8056890, CHN1 
8056909, ATF2 
8056930, ATP5G3 
8056943, KIAA1715 
8056959, EVX2 
8056963, LOC100129455 
8056966, LOC100129455 
8056968, LOC375295 
8056972,NA
8056975,NA
8056977, NFE2L2 
8056983, LOC100130691 
8056993,NA
8056995, TTC30B 
8056999, TTC30A 
8057004, PDE11A 
8057032,NA
8057034, PRKRA 
8057045, FKBP7 
8057056, TTN 
8057377, CCDC141 
8057394, SESTD1 
8057416,NA
8057418, ZNF385B 
8057439,NA
8057441, CWC22 
8057463, CERKL 
8057480, NEUROD1 
8057486, PDE1A 
8057506, FRZB 
8057517, NCKAP1 
8057554, CACYBP 
8057557,NA
8057559, PRO2964 
8057561,NA
8057563, ZSWIM2 
8057574,NA
8057576,NA
8057578, CALCRL 
8057599, TFPI 
8057613,NA
8057615, DIRC1 
8057620, COL5A2 
8057677, SLC40A1 
8057689, OSGEPL1 
8057700, ORMDL1 
8057711,NA
8057713, MSTN 
8057719, HIBCH 
8057732, TMEM194B 
8057736, TMEM194B 
8057742,NA
8057744, STAT1 
8057771, STAT4 
8057797, SDPR 
8057803, TMEFF2 
8057817,NA
8057819,NA
8057821, DNAH7 
8057887, STK17B 
8057898, HECW2 
8057929,NA
8057931,NA
8057933, GTF3C3 
8057954, C2orf66 
8057959, PGAP1 
8057990, ANKRD44 
8058024, SF3B1 
8058052, HSPD1 
8058063, RFTN2 
8058075, BOLL 
8058091, SATB2 
8058104,NA
8058106,NA
8058108, C2orf60 
8058118, KCTD18 
8058127, CLK1 
8058145,NA
8058147, PPIL3 
8058159,NA
8058161, ORC2 
8058182, FAM126B 
8058195,NA
8058197,NA
8058199,NA
8058201,NA
8058203, ALS2CR12 
8058221, TRAK2 
8058238, ALS2CR11 
8058256,NA
8058258, ALS2CR4 
8058273, MPP4 
8058295, ALS2 
8058333,NA
8058335, SUMO1 
8058340,NA
8058342,NA
8058344,NA
8058346,NA
8058348,NA
8058350, ICA1L 
8058373, WDR12 
8058386,NA
8058388,NA
8058390, RAPH1 
8058411,NA
8058415, INO80D 
8058428, NDUFS1 
8058450, GPR1 
8058456,NA
8058458,NA
8058460,NA
8058462, MDH1B 
8058477, KLF7 
8058486, FAM119A 
8058496,NA
8058498, FZD5 
8058509, PLEKHM3 
8058512, PLEKHM3 
8058514,NA
8058516,NA
8058518,NA
8058520, CRYGD 
8058524, CRYGC 
8058530, CRYGB 
8058535, CRYGA 
8058542, C2orf80 
8058552, IDH1 
8058566,NA
8058568,NA
8058570, C2orf67 
8058591, ACADL 
8058604, MYL1 
8058614, LANCL1 
8058627, ERBB4 
8058658,NA
8058660,NA
8058662,NA
8058664,NA
8058666,NA
8058668,NA
8058670, IKZF2 
8058693,NA
8058695, BARD1 
8058708, ABCA12 
8058765, FN1 
8058824, MREG 
8058837, PECR 
8058849, MARCH4 
8058855,NA
8058857, IGFBP5 
8058866, TNP1 
8058869, TNS1 
8058905, CXCR1 
8058912,NA
8058914, AAMP 
8058927, TMBIM1 
8058940, USP37 
8058969,NA
8058971,NA
8058973, ZNF142 
8058985, RNF25 
8058997, PRKAG3 
8059012,NA
8059014, FEV 
8059019, CRYBA2 
8059026, MIR375 
8059028, CCDC108 
8059067, IHH 
8059071, NHEJ1 
8059081, SLC23A3 
8059097, C2orf24 
8059111, ABCB6 
8059139, ATG9A 
8059158, GLB1L 
8059177, TUBA4A 
8059186, PTPRN 
8059211, MIR153-1 
8059213, RESP18 
8059222, DNPEP 
8059244, CHPF 
8059249, OBSL1 
8059275,NA
8059277,NA
8059279, EPHA4 
8059301, PAX3 
8059319, FARSB 
8059339,NA
8059341,NA
8059343,NA
8059345, SCG2 
8059350, AP1S3 
8059361, WDFY1 
8059376, SERPINE2 
8059387, FAM124B 
8059393, CUL3 
8059413, DOCK10 
8059470, IRS1 
8059475,NA
8059477, COL4A4 
8059525, TM4SF20 
8059532, C2orf83 
8059538, SLC19A3 
8059549,NA
8059551, SPHKAP 
8059565, PID1 
8059576, PID1 
8059578,NA
8059580, DNER 
8059596, TRIP12 
8059642, SLC16A14 
8059648,NA
8059650, SP110 
8059672,NA
8059674, GPR55 
8059680, HTR2B 
8059687,NA
8059689, NCL 
8059708, SNORA75 
8059710, SNORD20 
8059712, SNORD82 
8059714,NA
8059716, C2orf52 
8059720, NMUR1 
8059729,NA
8059731, PDE6D 
8059739, NPPC 
8059744, ECEL1P2 
8059748, ECEL1 
8059770, TIGD1 
8059776, KCNJ13 
8059783, NGEF 
8059799,NA
8059801, USP40 
8059832, DNAJB3 
8059838, HJURP 
8059852, MSL3L2 
8059854, ARL4C 
8059862,NA
8059864, GBX2 
8059868, ASB18 
8059876,NA
8059878, IQCA1 
8059900,NA
8059902, LOC93463 
8059905, COL6A3 
8059949,NA
8059951,NA
8059953,NA
8059955, RAB17 
8059965, C2orf19 
8059969, ILKAP 
8059985, LOC151174 
8059989, HES6 
8059996, PER2 
8060020, FLJ43879 
8060030, HDAC4 
8060061, MGC16025 
8060063, NDUFA10 
8060080, OR6B2 
8060082, PRR21 
8060084, OR6B3 
8060086, MYEOV2 
8060094, OTOS 
8060101, PP14571 
8060103, ANKMY1 
8060126, AQP12A 
8060134, KIF1A 
8060187, C2orf54 
8060196, MTERFD2 
8060205, PASK 
8060225, HDLBP 
8060255,NA
8060257, STK25 
8060274, THAP4 
8060286, DTYMK 
8060294, PDCD1 
8060303, DEFB125 
8060308, DEFB126 
8060314, DEFB127 
8060320, DEFB129 
8060325, DEFB132 
8060330, ZCCHC3 
8060334, SOX12 
8060339, NRSN2 
8060344, TRIB3 
8060353, RBCK1 
8060368,NA
8060370, FAM110A 
8060379, PSMF1 
8060395, RAD21L1 
8060400, RAD21L1 
8060416,NA
8060418, SIRPA 
8060427, STK35 
8060432, TGM3 
8060447, TGM6 
8060461, TMC2 
8060484, NOP56 
8060501, SNORA51 
8060503, SNORD57 
8060505, EBF4 
8060526,NA
8060528, C20orf141 
8060533, LOC100288797 
8060539, PTPRA 
8060594, GNRH2 
8060599, MRPS26 
8060604, OXT 
8060609,NA
8060611, ITPA 
8060625,NA
8060627, ATRN 
8060660, HSPA12B 
8060675, CDC25B 
8060698, C20orf29 
8060705, MAVS 
8060722, PANK2 
8060734, MIR103-2 
8060736,NA
8060738,NA
8060741,NA
8060745, SMOX 
8060758, PRNP 
8060765, PRND 
8060772, CDS2 
8060790, FLJ33544 
8060792, LOC643406 
8060796, C20orf196 
8060803,NA
8060805, CHGB 
8060813, MCM8 
8060835,NA
8060837,NA
8060839, CRLS1 
8060850, BMP2 
8060854, PLCB1 
8060893,NA
8060895, RNU105B 
8060897, PLCB4 
8060940, C20orf103 
8060947,NA
8060949, ANKRD5 
8060963, SNAP25 
8060977, C20orf94 
8060986, C20orf187 
8060988, BTBD3 
8060997, SPTLC3 
8061013, ISM1 
8061019, C20orf7 
8061035, MACROD2 
8061064,NA
8061066,NA
8061068,NA
8061073,NA
8061075, SNRPB2 
8061082, OTOR 
8061092,NA
8061094, PCSK2 
8061112,NA
8061114, DSTN 
8061122, BANF2 
8061127,NA
8061129, C20orf72 
8061136, PTMA 
8061138, CSRP2BP 
8061154, ZNF133 
8061165,NA
8061167, MGC44328 
8061169,NA
8061171, POLR3F 
8061184,NA
8061186, SEC23B 
8061211, DTD1 
8061222,NA
8061224, C20orf79 
8061227, SLC24A3 
8061247, RIN2 
8061262, NAA20 
8061272, C20orf26 
8061303, INSM1 
8061305, PLK1S1 
8061324, XRN2 
8061357, PAX1 
8061364, RPL41 
8061366, SSTR4 
8061368, NXT1 
8061373, GZF1 
8061382, CSTL1 
8061389, CST8 
8061396, CSTT 
8061402,NA
8061404,NA
8061406, TMEM90B 
8061414,NA
8061416, CST7 
8061426,NA
8061428, ENTPD6 
8061445,NA
8061447, PYGB 
8061471, GINS1 
8061481,NA
8061483, LOC100134868 
8061490, FAM182A 
8061497, FRG1B 
8061504, DEFB115 
8061507,NA
8061509, DEFB118 
8061517,NA
8061519, DEFB123 
8061529, REM1 
8061539, NCRNA00028 
8061542, HM13 
8061562,NA
8061564, ID1 
8061572, COX4I2 
8061579, TPX2 
8061605, MYLK2 
8061620, TTLL9 
8061645,NA
8061647, XKR7 
8061653, C20orf160 
8061666,NA
8061668, HCK 
8061685, TM9SF4 
8061706, POFUT1 
8061715, KIF3B 
8061725, ASXL1 
8061742, LOC149950 
8061746, DNMT3B 
8061772, MAPRE1 
8061780, BPIL1 
8061799, BPIL3 
8061815, C20orf185 
8061831, C20orf186 
8061847, C20orf70 
8061859, BASE 
8061869, C20orf71 
8061881,NA
8061883, PLUNC 
8061894, C20orf114 
8061912,NA
8061916,NA
8061919, CBFA2T2 
8061940, C20orf144 
8061944, C20orf134 
8061946, ZNF341 
8061958, CHMP4B 
8061966, RALY 
8061982, ASIP 
8061986, ITCH 
8062016, DYNLRB1 
8062023, MAP1LC3A 
8062034, TP53INP2 
8062041, ACSS2 
8062064, MYH7B 
8062108, PROCR 
8062117,NA
8062119, MT1P3 
8062123, MMP24 
8062134, GDF5 
8062137, CEP250 
8062174, ERGIC3 
8062190, SPAG4 
8062204,NA
8062206, ROMO1 
8062211, RPF2 
8062213, PHF20 
8062235,NA
8062237, C20orf152 
8062251, EPB41L1 
8062284,NA
8062286, C20orf4 
8062293, DLGAP4 
8062312, MYL9 
8062319, TGIF2 
8062326, C20orf24 
8062337,NA
8062339, SAMHD1 
8062347, RBL1 
8062349, RPN2 
8062371, MANBAL 
8062377, SRC 
8062395, NNAT 
8062404,NA
8062409, CTNNBL1 
8062427, VSTM2L 
8062433, RPRD1B 
8062444, BPI 
8062461, LBP 
8062478,NA
8062480, SNHG11 
8062490, SNORA60 
8062492, RALGAPB 
8062527, ADIG 
8062532, ARHGAP40 
8062539, SLC32A1 
8062545, ACTR5 
8062555,NA
8062557, PPP1R16B 
8062569,NA
8062571, FAM83D 
8062576, DHX35 
8062599,NA
8062601, LOC100128988 
8062603, TOP1 
8062623, PLCG1 
8062658, LPIN3 
8062681,NA
8062685,NA
8062687,NA
8062689,NA
8062691,NA
8062693,NA
8062695, SRSF6 
8062705, L3MBTL1 
8062728, SGK2 
8062748, IFT52 
8062766, MYBL2 
8062782, TOX2 
8062794,NA
8062796, GDAP1L1 
8062813, R3HDML 
8062821,NA
8062823, HNF4A 
8062842,NA
8062844, TTPAL 
8062852, PKIG 
8062862,NA
8062864, WISP2 
8062873, KCNK15 
8062880, YWHAB 
8062890, PABPC1L 
8062908, STK4 
8062927, PI3 
8062933, SEMG1 
8062944, SEMG2 
8062948, RBPJL 
8062962,NA
8062964, SYS1 
8062971, DBNDD2 
8062981, PIGT 
8063000, WFDC2 
8063011, WFDC10A 
8063014, WFDC13 
8063019, SPINT4 
8063024,NA
8063026,NA
8063028, DNTTIP1 
8063043, UBE2C 
8063057, SNX21 
8063071, ZSWIM3 
8063074, ZSWIM1 
8063078, CTSA 
8063097, PCIF1 
8063115, MMP9 
8063129, SLC12A5 
8063156, CD40 
8063171,NA
8063174,NA
8063177, SLC2A10 
8063185,NA
8063187, EYA2 
8063209, LOC100131496 
8063211, NCOA3 
8063240,NA
8063242, ARFGEF2 
8063283, CSE1L 
8063313,NA
8063315, DDX27 
8063337, NCRNA00275 
8063345, SNORD12C 
8063347,NA
8063349,NA
8063351, SLC9A8 
8063369, RNF114 
8063380,NA
8063382, SNAI1 
8063386, CEBPB 
8063389, LOC284751 
8063394, PTPN1 
8063408,NA
8063410, PARD6B 
8063417, BCAS4 
8063427, MOCS3 
8063433,NA
8063437, TSHZ2 
8063442,NA
8063444, TSHZ2 
8063447,NA
8063449,NA
8063453, PFDN4 
8063458, DOK5 
8063473, RPL12 
8063476, MC3R 
8063478, C20orf108 
8063484, CSTF1 
8063497, CASS4 
8063509, C20orf43 
8063522,NA
8063524,NA
8063526, C20orf106 
8063531, C20orf107 
8063534,NA
8063536, TFAP2C 
8063545,NA
8063547,NA
8063549,NA
8063551, SPO11 
8063566, RAE1 
8063583, RBM38 
8063590, PCK1 
8063601, C20orf85 
8063607, RAB22A 
8063620, VAPB 
8063634, MGC4294 
8063636, STX16 
8063650, NPEPL1 
8063668, GNAS 
8063697, TH1L 
8063716, TUBB1 
8063723, ZNF831 
8063729, EDN3 
8063739, PHACTR3 
8063755, C20orf177 
8063761, CDH26 
8063785, C20orf197 
8063793, LOC284757 
8063796, CDH4 
8063814, LSM14B 
8063835, LSM14B 
8063839, SS18L1 
8063857, GTPBP5 
8063869, FLJ44790 
8063873, OSBPL2 
8063893, ADRM1 
8063903, RPS21 
8063914, C20orf166 
8063921, MIR1-1 
8063923, SLCO4A1 
8063942, NTSR1 
8063949, C20orf20 
8063955, OGFR 
8063970, COL9A3 
8064003, DPH3P1 
8064007, C20orf11 
8064014, SLC17A9 
8064029, MIR124-3 
8064031, BIRC7 
8064042, ARFGAP1 
8064059, COL20A1 
8064098,NA
8064100, PPDPF 
8064108, C20orf195 
8064111, RTEL1 
8064156, ZGPAT 
8064168, LIME1 
8064175, SLC2A4RG 
8064188,NA
8064191, TPD52L2 
8064203, C20orf135 
8064208, DNAJC5 
8064216,NA
8064218, PRPF6 
8064242, NCRNA00176 
8064245, TCEA2 
8064261, OPRL1 
8064277, MYT1 
8064302, PCMTD2 
8064319, DEFB128 
8064322, C20orf96 
8064336, TBC1D20 
8064351, CSNK2A1 
8064370, TCF15 
8064375, SRXN1 
8064382, SRXN1 
8064384, SCRT2 
8064388, C20orf54 
8064394,NA
8064396, ANGPT4 
8064407, RSPO4 
8064415, C20orf46 
8064418, SDCBP2 
8064430,NA
8064432, FKBP1A 
8064438, NSFL1C 
8064451, SIRPB2 
8064462,NA
8064464, SIRPD 
8064471, SIRPB1 
8064485, SIRPG 
8064495, PDYN 
8064500,NA
8064502, SNRPB 
8064514, ZNF343 
8064522, IDH3B 
8064539, CPXM1 
8064557, FAM113A 
8064575, AVP 
8064581, FASTKD5 
8064591, ProSAPiP1 
8064601, DDRGK1 
8064613, SLC4A11 
8064637, C20orf194 
8064676, GFRA4 
8064686, ADAM33 
8064716, SIGLEC1 
8064739, C20orf27 
8064751, SPEF1 
8064762, CENPB 
8064766, RNF24 
8064779, ADRA1D 
8064787, PRNT 
8064790, RASSF2 
8064808, SLC23A2 
8064831,NA
8064833, C20orf30 
8064842,NA
8064844, PCNA 
8064857,NA
8064859, PROKR2 
8064864,NA
8064866, LOC149837 
8064868, GPCPD1 
8064879, TRMT6 
8064894, LRRN4 
8064900,NA
8064904, FERMT1 
8064926,NA
8064928, HAO1 
8064939, TMX4 
8064952, PAK7 
8064967, MKKS 
8064976, DNAJC9 
8064978, JAG1 
8065009,NA
8065011, LIN28A 
8065013, C20orf61 
8065016,NA
8065018, TASP1 
8065032, ESF1 
8065045, SEL1L2 
8065067,NA
8065069,NA
8065071, FLRT3 
8065080,NA
8065082,NA
8065084, LOC613266 
8065089, KIF16B 
8065120,NA
8065122,NA
8065124, BFSP1 
8065134,NA
8065136, RRBP1 
8065163,NA
8065165, SNX5 
8065185, OVOL2 
8065194,NA
8065196,NA
8065198,NA
8065200,NA
8065202, C20orf12 
8065230, RBBP9 
8065240,NA
8065242,NA
8065244,NA
8065248, LOC100130264 
8065252,NA
8065254,NA
8065256, CRNKL1 
8065278, LOC643659 
8065280, RALGAPA2 
8065321,NA
8065323,NA
8065325,NA
8065327, NKX2-4 
8065330,NA
8065332,NA
8065334, NKX2-2 
8065339, LOC284788 
8065344, FOXA2 
8065351,NA
8065353, THBD 
8065359, CD93 
8065363, LOC200261 
8065370,NA
8065372, NAPB 
8065386,NA
8065388, CST11 
8065392,NA
8065396, CST9L 
8065400, CST9 
8065403, CST3 
8065410, CST4 
8065412, CST1 
8065416, CST2 
8065421, CST5 
8065427, GGTLC1 
8065433, C20orf3 
8065444, ACSS1 
8065460, VSX1 
8065469, ABHD12 
8065485, NINL 
8065510, NANP 
8065515,NA
8065517, ZNF337 
8065527, FAM182A 
8065537, LOC100134868 
8065541, C20orf191 
8065547, FLJ45832 
8065550,NA
8065552, DEFB116 
8065555, DEFB119 
8065563, DEFB121 
8065566, DEFB124 
8065569, BCL2L1 
8065576, FOXS1 
8065580, DUSP15 
8065596, PDRG1 
8065603, TSPY26P 
8065607, PLAGL2 
8065612, C20orf112 
8065630, C20orf203 
8065633,NA
8065637, COMMD7 
8065652, SUN5 
8065668, CDK5RAP1 
8065683, SNTA1 
8065693, NECAB3 
8065710, E2F1 
8065719, PXMP4 
8065730, EIF2S2 
8065738, AHCY 
8065752,NA
8065756,NA
8065758, FLJ38773 
8065762, PIGU 
8065776, NCOA6 
8065795, HMGB3P1 
8065798, GGT7 
8065817, GSS 
8065832, TRPC4AP 
8065853,NA
8065855, EDEM2 
8065868, EIF6 
8065880, FAM83C 
8065889, UQCC 
8065903,NA
8065905, GDF5 
8065911, C20orf173 
8065920, FER1L4 
8065948, FER1L4 
8065963, CPNE1 
8065990,NA
8065992, NFS1 
8066009, RBM39 
8066025,NA
8066027,NA
8066029,NA
8066031, SCAND1 
8066038, SLA2 
8066051, NDRG3 
8066072,NA
8066074, DSN1 
8066091, C20orf117 
8066117, SAMHD1 
8066136, RBL1 
8066161, C20orf132 
8066189, GHRH 
8066195, BLCAP 
8066198,NA
8066200, TTI1 
8066210,NA
8066212,NA
8066214, TGM2 
8066231, KIAA1755 
8066247, LOC388796 
8066254,NA
8066256, SNORA71B 
8066258, SNORA71A 
8066260, SNORA71C 
8066262, SNORA71D 
8066264,NA
8066266, MAFB 
8066273,NA
8066275, LOC100127886 
8066279, ZHX3 
8066292,NA
8066294, EMILIN3 
8066303, CHD6 
8066343,NA
8066345,NA
8066347, PTPRT 
8066382,NA
8066384, GTSF1L 
8066391,NA
8066393, JPH2 
8066402, C20orf111 
8066407, FITM2 
8066411, C20orf62 
8066417, SERINC3 
8066431, ADA 
8066444, LOC79015 
8066451, RIMS4 
8066459,NA
8066461, TOMM34 
8066475, KCNS1 
8066482, WFDC5 
8066489, WFDC12 
8066493, SLPI 
8066498, MATN4 
8066513, SDC4 
8066521, TP53TG5 
8066528,NA
8066530, SPINT3 
8066536, WFDC6 
8066542, SPINLW1 
8066549, WFDC8 
8066557,NA
8066559, WFDC9 
8066567,NA
8066569, WFDC11 
8066574, WFDC10B 
8066579, WFDC3 
8066590, TNNC2 
8066598, ACOT8 
8066609, C20orf165 
8066612, NEURL2 
8066619, PLTP 
8066637, PCIF1 
8066641, ZNF335 
8066668, NCOA5 
8066683, CDH22 
8066697, SLC35C2 
8066716, ELMO2 
8066739, ZNF663 
8066745, ZNF334 
8066754, C20orf123 
8066757, SLC13A3 
8066776, TP53RK 
8066786, ZMYND8 
8066818,NA
8066820,NA
8066822, SULF2 
8066848, PREX1 
8066889, STAU1 
8066905, ZNFX1 
8066921, KCNB1 
8066925, PTGIS 
8066939, B4GALT5 
8066953, SPATA2 
8066960,NA
8066962,NA
8066964, TMEM189 
8066981,NA
8066983,NA
8066985, FAM65C 
8067007, TMSB4X 
8067011, ADNP 
8067017, DPM1 
8067029, KCNG1 
8067033, KCNG1 
8067040, NFATC2 
8067055, ATP9A 
8067087, SALL4 
8067094, ZFP64 
8067111,NA
8067113, ZNF217 
8067121, SUMO1P1 
8067125, BCAS1 
8067140, CYP24A1 
8067155,NA
8067157, CBLN4 
8067165,NA
8067167, AURKA 
8067178, GCNT7 
8067183,NA
8067185, BMP7 
8067197,NA
8067199,NA
8067201,NA
8067203, RBM38 
8067206, CTCFL 
8067208, CTCFL 
8067221, ZBP1 
8067233, PMEPA1 
8067242, ANKRD60 
8067248, PPP4R1L 
8067270, APCDD1L 
8067277, MIR296 
8067279, CTSZ 
8067288, ATP5E 
8067295, SLMO2 
8067303,NA
8067305, SYCP2 
8067351, PPP1R3D 
8067358, LOC100128310 
8067361, TAF4 
8067380, LSM14B 
8067382, PSMA7 
8067394, HRH3 
8067409, LAMA5 
8067495, CABLES2 
8067506, C20orf151 
8067521, GATA5 
8067530, C20orf200 
8067543, FLJ32154 
8067546, SLCO4A1 
8067551, C20orf90 
8067554, TCFL5 
8067563, DIDO1 
8067585, BHLHE23 
8067588, NCRNA00029 
8067593, YTHDF1 
8067602, NKAIN4 
8067610, CHRNA4 
8067626, KCNQ2 
8067652, EEF1A2 
8067662, PTK6 
8067671, SRMS 
8067680, PRIC285 
8067709, GMEB2 
8067722, STMN3 
8067727, ARFRP1 
8067743, ZBTB46 
8067754, C20orf181 
8067756, UCKL1 
8067773, ZNF512B 
8067792, SAMD10 
8067798, SOX18 
8067802, RGS19 
8067812, C20orf201 
8067818, NPBWR2 
8067820, IQSEC3 
8067822, IGHV1OR21-1 
8067825, ANKRD30BP2 
8067834,NA
8067836, C21orf94 
8067839, KGFLP1 
8067842,NA
8067844, POTED 
8067858,NA
8067860,NA
8067862, NF1 
8067864, ANKRD20B 
8067867,NA
8067869, RBM11 
8067877, ABCC13 
8067899,NA
8067901,NA
8067903, USP25 
8067932, C21orf34 
8067942, MIR99A 
8067944, MIRLET7C 
8067946, MIR125B2 
8067948,NA
8067950,NA
8067955, CXADR 
8067963,NA
8067965,NA
8067969, CHODL 
8067978, PPIA 
8067981,NA
8067983,NA
8067985, NCAM2 
8068006, C21orf74 
8068014,NA
8068018,NA
8068020,NA
8068022, MIR155 
8068024, JAM2 
8068039, GABPA 
8068044,NA
8068046, C21orf118 
8068052, C21orf94 
8068057, NCRNA00161 
8068062, USP16 
8068083, C21orf7 
8068100, NCRNA00189 
8068105, BACH1 
8068120, NCRNA00258 
8068126, GRIK1-AS 
8068130, KRTAP13-1 
8068136, KRTAP13-4 
8068139, KRTAP15-1 
8068145, KRTAP6-3 
8068151, KRTAP22-1 
8068154, KRTAP20-1 
8068157, KRTAP20-4 
8068161, KRTAP20-2 
8068164, KRTAP20-3 
8068168, SOD1 
8068180, HUNK 
8068192, MRAP 
8068200, C21orf119 
8068202, C21orf63 
8068214,NA
8068216,NA
8068218,NA
8068220, C21orf49 
8068231, OLIG2 
8068235, OLIG1 
8068238, IFNAR2 
8068254, IL10RB 
8068266, IFNAR1 
8068280, IFNGR2 
8068289, SON 
8068305, ITSN1 
8068350, FLJ46020 
8068353, SLC5A3 
8068361, SLC5A3 
8068363, C21orf82 
8068369, KCNE2 
8068375, FAM165B 
8068383, CLIC6 
8068391,NA
8068393,NA
8068395,NA
8068397,NA
8068399,NA
8068401, CBR1 
8068410, MEMO1 
8068413, CBR3 
8068422, DOPEY2 
8068460, MORC3 
8068478, CHAF1B 
8068494,NA
8068496, SIM2 
8068510,NA
8068512, DSCR6 
8068520,NA
8068522, TTC3 
8068543, DSCR9 
8068549,NA
8068551, DYRK1A 
8068570, DSCR8 
8068578, DSCR10 
8068583, KCNJ15 
8068593, ETS2 
8068608,NA
8068610,NA
8068612, WRB 
8068620, SH3BGR 
8068633, B3GALT5 
8068644, IGSF5 
8068651, PCP4 
8068660,NA
8068662,NA
8068664,NA
8068671, BACE2 
8068684, FAM3B 
8068697, MX2 
8068713, MX1 
8068731,NA
8068733,NA
8068735, C21orf121 
8068740, UMODL1 
8068761, ABCG1 
8068786,NA
8068788, UBASH3A 
8068810, SLC37A1 
8068833, PDE9A 
8068857, NDUFV3 
8068866, PKNOX1 
8068883, CRYAA 
8068891, FLJ41733 
8068894, C21orf125 
8068898, HIST1H2BK 
8068902, RRP1B 
8068919, PDXK 
8068938, RRP1 
8068952, AGPAT3 
8068974, TRAPPC10 
8069003, PWP2 
8069026, C21orf33 
8069037, AIRE 
8069057, PFKL 
8069083, C21orf2 
8069085, TRPM2 
8069122, LRRC3 
8069131, C21orf30 
8069133,NA
8069135, C21orf90 
8069142, KRTAP10-4 
8069146, KRTAP10-7 
8069148, KRTAP10-8 
8069150, KRTAP10-9 
8069153, KRTAP10-10 
8069156, KRTAP10-11 
8069161, KRTAP12-3 
8069168, KRTAP10-12 
8069174, C21orf70 
8069178, ADARB1 
8069200, C21orf89 
8069206,NA
8069208, COL18A1 
8069252, PCBP3 
8069269, COL6A1 
8069301, COL6A2 
8069332, MCM3AP-AS 
8069340, C21orf57 
8069348, PCNT 
8069399, DIP2A 
8069444,NA
8069446,NA
8069448,NA
8069450, PRMT2 
8069470, RPL23AP82 
8069472, TPTE 
8069487, BAGE2 
8069494, LOC441666 
8069499, ANKRD30B 
8069503, LOC441956 
8069505, C21orf15 
8069508,NA
8069511, C21orf81 
8069517,NA
8069519,NA
8069521, LIPI 
8069532, HSPA13 
8069541, SAMSN1 
8069553, NRIP1 
8069559,NA
8069561, BTF3L4 
8069563,NA
8069565, BTG3 
8069574, C21orf91 
8069582, TMPRSS15 
8069608,NA
8069610,NA
8069612, NCRNA00158 
8069620, MRPL39 
8069633, ATP5J 
8069644, APP 
8069666,NA
8069668, CYYR1 
8069676, ADAMTS1 
8069689, ADAMTS5 
8069700, N6AMT1 
8069711, LTN1 
8069744, RWDD2B 
8069753, CCT8 
8069764,NA
8069766,NA
8069768,NA
8069770, GRIK1 
8069790, CLDN17 
8069795, CLDN8 
8069800, KRTAP24-1 
8069804, KRTAP26-1 
8069808, KRTAP27-1 
8069811, KRTAP23-1 
8069813, KRTAP13-2 
8069818, KRTAP13-3 
8069822, KRTAP19-1 
8069827, KRTAP19-2 
8069831, KRTAP19-3 
8069836, KRTAP19-4 
8069838, KRTAP19-5 
8069841, KRTAP19-6 
8069845, KRTAP19-7 
8069848, KRTAP6-2 
8069852, KRTAP6-1 
8069855, KRTAP21-2 
8069859, KRTAP21-1 
8069863, KRTAP8-1 
8069868, KRTAP7-1 
8069872, KRTAP11-1 
8069876, KRTAP19-8 
